,MeterKey,DateKey,TimeKey,MeterReading,Source,ApparentTemperature,IsSuspicious,AirTemperature,DewPointTemperature,RelativeHumidity,timestamp
2100,123,20200110,230000,8.5,LaTrobe_CSV-orig_20200111000549.csv,13.6,,13.6,13.6,100.0,2020-01-10 23:00:00
133,123,20200110,231500,8.5,LaTrobe_CSV-orig_20200111000549.csv,,,,,,2020-01-10 23:15:00
1140,123,20200110,233000,8.5,LaTrobe_CSV-orig_20200111000549.csv,13.9,,13.8,13.8,100.0,2020-01-10 23:30:00
74,123,20200110,234500,8.25,LaTrobe_CSV-orig_20200111000549.csv,,,,,,2020-01-10 23:45:00
1193,123,20200111,0,8.5,LaTrobe_CSV-orig_20200111003453.csv,13.0,,13.3,13.3,100.0,2020-01-11 00:00:00
2787,123,20200111,1500,8.25,LaTrobe_CSV-orig_20200111003453.csv,,,,,,2020-01-11 00:15:00
804,123,20200111,3000,8.25,LaTrobe_CSV-orig_20200111004950.csv,13.3,,13.6,13.4,99.0,2020-01-11 00:30:00
5144,123,20200111,4500,8.75,LaTrobe_CSV-orig_20200111004950.csv,,,,,,2020-01-11 00:45:00
2540,123,20200111,10000,9.25,LaTrobe_CSV-orig_20200111013151.csv,13.5,,13.7,13.5,99.0,2020-01-11 01:00:00
29,123,20200111,11500,9.5,LaTrobe_CSV-orig_20200111013151.csv,,,,,,2020-01-11 01:15:00
2777,123,20200111,13000,9.5,LaTrobe_CSV-orig_20200111014952.csv,13.1,,13.4,13.2,99.0,2020-01-11 01:30:00
178,123,20200111,14500,9.75,LaTrobe_CSV-orig_20200111014952.csv,,,,,,2020-01-11 01:45:00
112,123,20200111,20000,10.25,LaTrobe_CSV-orig_20200111021051.csv,12.0,,12.9,12.7,99.0,2020-01-11 02:00:00
5096,123,20200111,21500,10.5,LaTrobe_CSV-orig_20200111024903.csv,,,,,,2020-01-11 02:15:00
971,123,20200111,23000,10.25,LaTrobe_CSV-orig_20200111024903.csv,11.6,,12.6,12.4,99.0,2020-01-11 02:30:00
1060,123,20200111,24500,10.0,LaTrobe_CSV-orig_20200111033752.csv,,,,,,2020-01-11 02:45:00
2149,123,20200111,30000,9.5,LaTrobe_CSV-orig_20200111033752.csv,11.6,,12.6,12.4,99.0,2020-01-11 03:00:00
2371,123,20200111,31500,9.75,LaTrobe_CSV-orig_20200111033752.csv,,,,,,2020-01-11 03:15:00
1031,123,20200111,33000,9.5,LaTrobe_CSV-orig_20200111033752.csv,11.6,,12.5,12.5,100.0,2020-01-11 03:30:00
2848,123,20200111,34500,9.5,LaTrobe_CSV-orig_20200111052057.csv,,,,,,2020-01-11 03:45:00
2300,123,20200111,40000,9.5,LaTrobe_CSV-orig_20200111052057.csv,11.3,,12.6,12.6,100.0,2020-01-11 04:00:00
321,123,20200111,41500,10.25,LaTrobe_CSV-orig_20200111052057.csv,,,,,,2020-01-11 04:15:00
2388,123,20200111,43000,10.5,LaTrobe_CSV-orig_20200111052057.csv,11.4,,13.0,12.8,99.0,2020-01-11 04:30:00
1056,123,20200111,44500,10.0,LaTrobe_CSV-orig_20200111052057.csv,,,,,,2020-01-11 04:45:00
1057,123,20200111,50000,10.0,LaTrobe_CSV-orig_20200111052057.csv,12.1,,13.2,13.0,99.0,2020-01-11 05:00:00
543,123,20200111,51500,10.0,LaTrobe_CSV-orig_20200111052057.csv,,,,,,2020-01-11 05:15:00
2204,123,20200111,53000,9.5,LaTrobe_CSV-orig_20200111071757.csv,11.9,,13.5,12.7,95.0,2020-01-11 05:30:00
1109,123,20200111,54500,9.0,LaTrobe_CSV-orig_20200111071757.csv,,,,,,2020-01-11 05:45:00
5166,123,20200111,60000,9.75,LaTrobe_CSV-orig_20200111071757.csv,12.7,,13.2,12.6,96.0,2020-01-11 06:00:00
1175,123,20200111,61500,9.25,LaTrobe_CSV-orig_20200111071757.csv,,,,,,2020-01-11 06:15:00
494,123,20200111,63000,8.75,LaTrobe_CSV-orig_20200111071757.csv,11.6,,13.3,12.5,95.0,2020-01-11 06:30:00
5125,123,20200111,64500,8.25,LaTrobe_CSV-orig_20200111071757.csv,,,,,,2020-01-11 06:45:00
2067,123,20200111,70000,7.75,LaTrobe_CSV-orig_20200111071757.csv,12.7,,13.0,12.8,99.0,2020-01-11 07:00:00
5154,123,20200111,71500,7.5,LaTrobe_CSV-orig_20200111074857.csv,,,,,,2020-01-11 07:15:00
2361,123,20200111,73000,8.25,LaTrobe_CSV-orig_20200111074857.csv,12.6,,13.4,12.9,97.0,2020-01-11 07:30:00
635,123,20200111,74500,8.25,LaTrobe_CSV-orig_20200111074857.csv,,,,,,2020-01-11 07:45:00
2506,123,20200111,80000,8.0,LaTrobe_CSV-orig_20200111092058.csv,11.6,,13.8,10.8,82.0,2020-01-11 08:00:00
2841,123,20200111,81500,8.25,LaTrobe_CSV-orig_20200111092058.csv,,,,,,2020-01-11 08:15:00
2242,123,20200111,83000,8.75,LaTrobe_CSV-orig_20200111092058.csv,11.3,,13.9,9.5,75.0,2020-01-11 08:30:00
2019,123,20200111,84500,8.75,LaTrobe_CSV-orig_20200111092058.csv,,,,,,2020-01-11 08:45:00
623,123,20200111,90000,8.25,LaTrobe_CSV-orig_20200111092058.csv,11.8,,14.0,9.4,74.0,2020-01-11 09:00:00
962,123,20200111,91500,9.75,LaTrobe_CSV-orig_20200111092058.csv,,,,,,2020-01-11 09:15:00
2531,123,20200111,93000,10.5,LaTrobe_CSV-orig_20200111094958.csv,12.7,,14.8,9.6,71.0,2020-01-11 09:30:00
1232,123,20200111,94500,10.5,LaTrobe_CSV-orig_20200111094958.csv,,,,,,2020-01-11 09:45:00
425,123,20200111,100000,10.75,LaTrobe_CSV-orig_20200111101658.csv,12.5,,15.2,9.1,67.0,2020-01-11 10:00:00
2543,123,20200111,101500,10.25,LaTrobe_CSV-orig_20200111101658.csv,,,,,,2020-01-11 10:15:00
2448,123,20200111,103000,9.5,LaTrobe_CSV-orig_20200111114958.csv,12.5,,15.4,9.5,68.0,2020-01-11 10:30:00
2284,123,20200111,104500,9.75,LaTrobe_CSV-orig_20200111114958.csv,,,,,,2020-01-11 10:45:00
72,123,20200111,110000,10.5,LaTrobe_CSV-orig_20200111114958.csv,12.0,,16.1,7.8,58.0,2020-01-11 11:00:00
2304,123,20200111,111500,10.0,LaTrobe_CSV-orig_20200111114958.csv,,,,,,2020-01-11 11:15:00
718,123,20200111,113000,10.0,LaTrobe_CSV-orig_20200111114958.csv,12.3,,15.9,8.2,60.0,2020-01-11 11:30:00
620,123,20200111,114500,10.0,LaTrobe_CSV-orig_20200111120458.csv,,,,,,2020-01-11 11:45:00
5159,123,20200111,120000,10.25,LaTrobe_CSV-orig_20200111120458.csv,12.5,,16.1,8.3,60.0,2020-01-11 12:00:00
420,123,20200111,121500,11.0,LaTrobe_CSV-orig_20200111123308.csv,,,,,,2020-01-11 12:15:00
229,123,20200111,123000,11.0,LaTrobe_CSV-orig_20200111124658.csv,14.0,,16.7,8.9,60.0,2020-01-11 12:30:00
1299,123,20200111,124500,11.0,LaTrobe_CSV-orig_20200111124658.csv,,,,,,2020-01-11 12:45:00
2514,123,20200111,130000,11.5,LaTrobe_CSV-orig_20200111131700.csv,12.7,,16.4,8.1,58.0,2020-01-11 13:00:00
2033,123,20200111,131500,11.0,LaTrobe_CSV-orig_20200111140457.csv,,,,,,2020-01-11 13:15:00
11,123,20200111,133000,11.0,LaTrobe_CSV-orig_20200111140457.csv,14.8,,18.3,8.6,53.0,2020-01-11 13:30:00
381,123,20200111,134500,10.0,LaTrobe_CSV-orig_20200111140457.csv,,,,,,2020-01-11 13:45:00
609,123,20200111,140000,10.25,LaTrobe_CSV-orig_20200111141958.csv,13.7,,17.7,8.3,54.0,2020-01-11 14:00:00
1189,123,20200111,141500,11.5,LaTrobe_CSV-orig_20200111141958.csv,,,,,,2020-01-11 14:15:00
2128,123,20200111,143000,12.0,LaTrobe_CSV-orig_20200111144901.csv,15.2,,18.5,8.2,51.0,2020-01-11 14:30:00
1047,123,20200111,144500,11.0,LaTrobe_CSV-orig_20200111152002.csv,,,,,,2020-01-11 14:45:00
1174,123,20200111,150000,10.75,LaTrobe_CSV-orig_20200111152002.csv,15.6,,18.4,8.7,53.0,2020-01-11 15:00:00
2537,123,20200111,151500,10.25,LaTrobe_CSV-orig_20200111154859.csv,,,,,,2020-01-11 15:15:00
2597,123,20200111,153000,8.25,LaTrobe_CSV-orig_20200111154859.csv,15.1,,19.1,8.4,50.0,2020-01-11 15:30:00
2167,123,20200111,154500,8.5,LaTrobe_CSV-orig_20200111160201.csv,,,,,,2020-01-11 15:45:00
2830,123,20200111,160000,8.75,LaTrobe_CSV-orig_20200111161759.csv,15.5,,19.4,8.7,50.0,2020-01-11 16:00:00
2793,123,20200111,161500,9.0,LaTrobe_CSV-orig_20200111173307.csv,,,,,,2020-01-11 16:15:00
2508,123,20200111,163000,9.0,LaTrobe_CSV-orig_20200111173307.csv,14.7,,18.4,7.8,50.0,2020-01-11 16:30:00
155,123,20200111,164500,8.25,LaTrobe_CSV-orig_20200111173307.csv,,,,,,2020-01-11 16:45:00
719,123,20200111,170000,8.0,LaTrobe_CSV-orig_20200111173307.csv,13.5,,17.6,8.7,56.0,2020-01-11 17:00:00
1081,123,20200111,171500,4.5,LaTrobe_CSV-orig_20200111173307.csv,,,,,,2020-01-11 17:15:00
19,123,20200111,173000,11.25,LaTrobe_CSV-orig_20200111174701.csv,13.6,,17.5,7.3,51.0,2020-01-11 17:30:00
2464,123,20200111,174500,10.75,LaTrobe_CSV-orig_20200111185007.csv,,,,,,2020-01-11 17:45:00
1080,123,20200111,180000,8.75,LaTrobe_CSV-orig_20200111185007.csv,12.9,,17.5,8.1,54.0,2020-01-11 18:00:00
2480,123,20200111,181500,8.25,LaTrobe_CSV-orig_20200111185007.csv,,,,,,2020-01-11 18:15:00
1150,123,20200111,183000,10.0,LaTrobe_CSV-orig_20200111185007.csv,11.2,,16.1,8.6,61.0,2020-01-11 18:30:00
1266,123,20200111,184500,10.0,LaTrobe_CSV-orig_20200111185007.csv,,,,,,2020-01-11 18:45:00
2420,123,20200111,190000,9.5,LaTrobe_CSV-orig_20200111190407.csv,12.4,,16.6,8.3,58.0,2020-01-11 19:00:00
2049,123,20200111,191500,9.5,LaTrobe_CSV-orig_20200111191908.csv,,,,,,2020-01-11 19:15:00
2268,123,20200111,193000,8.75,LaTrobe_CSV-orig_20200111195006.csv,12.9,,16.6,8.1,57.0,2020-01-11 19:30:00
422,123,20200111,194500,9.25,LaTrobe_CSV-orig_20200111195006.csv,,,,,,2020-01-11 19:45:00
774,123,20200111,200000,9.0,LaTrobe_CSV-orig_20200111201707.csv,11.8,,16.1,7.8,58.0,2020-01-11 20:00:00
2095,123,20200111,201500,9.0,LaTrobe_CSV-orig_20200111201707.csv,,,,,,2020-01-11 20:15:00
767,123,20200111,203000,9.25,LaTrobe_CSV-orig_20200111203506.csv,10.9,,15.4,8.6,64.0,2020-01-11 20:30:00
5092,123,20200111,204500,9.25,LaTrobe_CSV-orig_20200111210509.csv,,,,,,2020-01-11 20:45:00
967,123,20200111,210000,10.0,LaTrobe_CSV-orig_20200111210509.csv,12.4,,15.4,9.1,66.0,2020-01-11 21:00:00
2832,123,20200111,211500,10.25,LaTrobe_CSV-orig_20200111211908.csv,,,,,,2020-01-11 21:15:00
192,123,20200111,213000,10.5,LaTrobe_CSV-orig_20200111214810.csv,11.5,,15.2,8.0,62.0,2020-01-11 21:30:00
2336,123,20200111,214500,9.75,LaTrobe_CSV-orig_20200111220610.csv,,,,,,2020-01-11 21:45:00
758,123,20200111,220000,9.25,LaTrobe_CSV-orig_20200111220610.csv,11.6,,15.1,8.8,66.0,2020-01-11 22:00:00
2573,123,20200111,221500,9.0,LaTrobe_CSV-orig_20200111223207.csv,,,,,,2020-01-11 22:15:00
2178,123,20200111,223000,9.25,LaTrobe_CSV-orig_20200111225007.csv,11.1,,14.7,9.7,72.0,2020-01-11 22:30:00
734,123,20200111,224500,9.5,LaTrobe_CSV-orig_20200111225007.csv,,,,,,2020-01-11 22:45:00
322,123,20200111,230000,9.75,LaTrobe_CSV-orig_20200111232111.csv,11.5,,13.9,11.4,85.0,2020-01-11 23:00:00
1093,123,20200111,231500,9.75,LaTrobe_CSV-orig_20200111233307.csv,,,,,,2020-01-11 23:15:00
1976,123,20200111,233000,9.75,LaTrobe_CSV-orig_20200111235008.csv,10.7,,13.8,10.4,80.0,2020-01-11 23:30:00
991,123,20200111,234500,9.25,LaTrobe_CSV-orig_20200111235008.csv,,,,,,2020-01-11 23:45:00
1159,123,20200112,0,9.25,LaTrobe_CSV-orig_20200112000552.csv,12.1,,14.0,10.4,79.0,2020-01-12 00:00:00
2403,123,20200112,1500,9.5,LaTrobe_CSV-orig_20200112003352.csv,,,,,,2020-01-12 00:15:00
925,123,20200112,3000,9.75,LaTrobe_CSV-orig_20200112004752.csv,12.6,,14.2,10.2,77.0,2020-01-12 00:30:00
2550,123,20200112,4500,10.0,LaTrobe_CSV-orig_20200112004752.csv,,,,,,2020-01-12 00:45:00
1204,123,20200112,10000,10.0,LaTrobe_CSV-orig_20200112011951.csv,11.7,,14.4,11.7,84.0,2020-01-12 01:00:00
62,123,20200112,11500,9.5,LaTrobe_CSV-orig_20200112011951.csv,,,,,,2020-01-12 01:15:00
13,123,20200112,13000,8.5,LaTrobe_CSV-orig_20200112014950.csv,12.2,,14.1,11.8,86.0,2020-01-12 01:30:00
811,123,20200112,14500,7.75,LaTrobe_CSV-orig_20200112021553.csv,,,,,,2020-01-12 01:45:00
121,123,20200112,20000,9.0,LaTrobe_CSV-orig_20200112021553.csv,13.1,,13.9,11.8,87.0,2020-01-12 02:00:00
80,123,20200112,21500,8.5,LaTrobe_CSV-orig_20200112022650.csv,,,,,,2020-01-12 02:15:00
240,123,20200112,23000,8.5,LaTrobe_CSV-orig_20200112023152.csv,12.4,,13.3,12.5,95.0,2020-01-12 02:30:00
390,123,20200112,24500,8.25,LaTrobe_CSV-orig_20200112031458.csv,,,,,,2020-01-12 02:45:00
2768,123,20200112,30000,8.75,LaTrobe_CSV-orig_20200112031458.csv,13.2,,13.4,12.9,97.0,2020-01-12 03:00:00
235,123,20200112,31500,9.0,LaTrobe_CSV-orig_20200112034956.csv,,,,,,2020-01-12 03:15:00
311,123,20200112,33000,9.0,LaTrobe_CSV-orig_20200112034956.csv,13.2,,13.6,12.3,92.0,2020-01-12 03:30:00
2092,123,20200112,34500,8.25,LaTrobe_CSV-orig_20200112041657.csv,,,,,,2020-01-12 03:45:00
401,123,20200112,40000,8.0,LaTrobe_CSV-orig_20200112041657.csv,12.1,,14.1,10.1,77.0,2020-01-12 04:00:00
15,123,20200112,41500,8.5,LaTrobe_CSV-orig_20200112041657.csv,,,,,,2020-01-12 04:15:00
2060,123,20200112,43000,9.75,LaTrobe_CSV-orig_20200112044754.csv,12.4,,14.3,9.1,71.0,2020-01-12 04:30:00
639,123,20200112,44500,9.75,LaTrobe_CSV-orig_20200112050302.csv,,,,,,2020-01-12 04:45:00
987,123,20200112,50000,10.0,LaTrobe_CSV-orig_20200112053456.csv,12.7,,14.3,8.9,70.0,2020-01-12 05:00:00
210,123,20200112,51500,9.75,LaTrobe_CSV-orig_20200112053456.csv,,,,,,2020-01-12 05:15:00
152,123,20200112,53000,9.5,LaTrobe_CSV-orig_20200112053456.csv,12.8,,14.3,9.3,72.0,2020-01-12 05:30:00
2594,123,20200112,54500,9.75,LaTrobe_CSV-orig_20200112054756.csv,,,,,,2020-01-12 05:45:00
2297,123,20200112,60000,10.0,LaTrobe_CSV-orig_20200112062056.csv,12.1,,13.8,8.4,70.0,2020-01-12 06:00:00
2585,123,20200112,61500,9.5,LaTrobe_CSV-orig_20200112062056.csv,,,,,,2020-01-12 06:15:00
2589,123,20200112,63000,9.25,LaTrobe_CSV-orig_20200112063359.csv,12.0,,13.6,8.2,70.0,2020-01-12 06:30:00
6,123,20200112,64500,9.0,LaTrobe_CSV-orig_20200112064658.csv,,,,,,2020-01-12 06:45:00
659,123,20200112,70000,9.0,LaTrobe_CSV-orig_20200112070401.csv,12.8,,13.7,9.4,75.0,2020-01-12 07:00:00
2836,123,20200112,71500,9.25,LaTrobe_CSV-orig_20200112073357.csv,,,,,,2020-01-12 07:15:00
1143,123,20200112,73000,9.25,LaTrobe_CSV-orig_20200112074756.csv,12.6,,14.0,9.6,75.0,2020-01-12 07:30:00
1230,123,20200112,74500,9.0,LaTrobe_CSV-orig_20200112074756.csv,,,,,,2020-01-12 07:45:00
596,123,20200112,80000,9.0,LaTrobe_CSV-orig_20200112081657.csv,13.0,,14.7,9.7,72.0,2020-01-12 08:00:00
2547,123,20200112,81500,9.0,LaTrobe_CSV-orig_20200112081657.csv,,,,,,2020-01-12 08:15:00
1117,123,20200112,83000,8.5,LaTrobe_CSV-orig_20200112084857.csv,14.1,,15.8,9.9,68.0,2020-01-12 08:30:00
2288,123,20200112,84500,8.75,LaTrobe_CSV-orig_20200112090403.csv,,,,,,2020-01-12 08:45:00
603,123,20200112,90000,9.5,LaTrobe_CSV-orig_20200112090403.csv,14.3,,16.1,9.3,64.0,2020-01-12 09:00:00
556,123,20200112,91500,9.5,LaTrobe_CSV-orig_20200112092059.csv,,,,,,2020-01-12 09:15:00
1043,123,20200112,93000,9.25,LaTrobe_CSV-orig_20200112094756.csv,12.9,,16.1,8.6,61.0,2020-01-12 09:30:00
952,123,20200112,94500,8.75,LaTrobe_CSV-orig_20200112100557.csv,,,,,,2020-01-12 09:45:00
619,123,20200112,100000,9.25,LaTrobe_CSV-orig_20200112103258.csv,13.1,,16.6,8.8,60.0,2020-01-12 10:00:00
2015,123,20200112,101500,8.5,LaTrobe_CSV-orig_20200112103258.csv,,,,,,2020-01-12 10:15:00
666,123,20200112,103000,8.0,LaTrobe_CSV-orig_20200112104757.csv,13.4,,16.8,9.2,61.0,2020-01-12 10:30:00
31,123,20200112,104500,8.25,LaTrobe_CSV-orig_20200112104757.csv,,,,,,2020-01-12 10:45:00
2535,123,20200112,110000,7.75,LaTrobe_CSV-orig_20200112111657.csv,13.7,,17.1,9.3,60.0,2020-01-12 11:00:00
1218,123,20200112,111500,8.0,LaTrobe_CSV-orig_20200112111657.csv,,,,,,2020-01-12 11:15:00
1206,123,20200112,113000,8.5,LaTrobe_CSV-orig_20200112114658.csv,15.0,,17.4,10.1,62.0,2020-01-12 11:30:00
2106,123,20200112,114500,8.25,LaTrobe_CSV-orig_20200112114658.csv,,,,,,2020-01-12 11:45:00
2818,123,20200112,120000,8.75,LaTrobe_CSV-orig_20200112120258.csv,17.0,,18.6,10.2,58.0,2020-01-12 12:00:00
339,123,20200112,121500,8.25,LaTrobe_CSV-orig_20200112121957.csv,,,,,,2020-01-12 12:15:00
1200,123,20200112,123000,7.25,LaTrobe_CSV-orig_20200112130558.csv,17.4,,19.3,9.2,52.0,2020-01-12 12:30:00
959,123,20200112,124500,7.5,LaTrobe_CSV-orig_20200112130558.csv,,,,,,2020-01-12 12:45:00
68,123,20200112,130000,7.75,LaTrobe_CSV-orig_20200112174705.csv,16.7,,19.3,9.2,52.0,2020-01-12 13:00:00
1034,123,20200112,131500,,LaTrobe_CSV-orig_20200112131958.csv,,,,,,2020-01-12 13:15:00
36,123,20200112,133000,,LaTrobe_CSV-orig_20200112133458.csv,16.8,,19.8,9.4,51.0,2020-01-12 13:30:00
1129,123,20200112,134500,,LaTrobe_CSV-orig_20200112134659.csv,,,,,,2020-01-12 13:45:00
349,123,20200112,140000,,LaTrobe_CSV-orig_20200112140558.csv,19.2,,21.5,10.3,49.0,2020-01-12 14:00:00
2139,123,20200112,141500,,LaTrobe_CSV-orig_20200112141700.csv,,,,,,2020-01-12 14:15:00
48,123,20200112,143000,,LaTrobe_CSV-orig_20200112143457.csv,18.6,,21.5,10.9,51.0,2020-01-12 14:30:00
5138,123,20200112,144500,,LaTrobe_CSV-orig_20200112144858.csv,,,,,,2020-01-12 14:45:00
2173,123,20200112,150000,,LaTrobe_CSV-orig_20200112150158.csv,18.0,,20.9,11.0,53.0,2020-01-12 15:00:00
437,123,20200112,151500,,LaTrobe_CSV-orig_20200112152101.csv,,,,,,2020-01-12 15:15:00
2800,123,20200112,153000,,LaTrobe_CSV-orig_20200112153358.csv,17.9,,20.7,11.3,55.0,2020-01-12 15:30:00
1073,123,20200112,154500,,LaTrobe_CSV-orig_20200112154958.csv,,,,,,2020-01-12 15:45:00
1054,123,20200112,160000,,LaTrobe_CSV-orig_20200112160358.csv,20.3,,21.8,11.8,53.0,2020-01-12 16:00:00
2423,123,20200112,161500,,LaTrobe_CSV-orig_20200112161958.csv,,,,,,2020-01-12 16:15:00
2233,123,20200112,163000,,LaTrobe_CSV-orig_20200112163258.csv,20.3,,22.5,10.9,48.0,2020-01-12 16:30:00
335,123,20200112,164500,,LaTrobe_CSV-orig_20200112164659.csv,,,,,,2020-01-12 16:45:00
1250,123,20200112,170000,,LaTrobe_CSV-orig_20200112170203.csv,20.0,,22.1,9.6,45.0,2020-01-12 17:00:00
680,123,20200112,171500,,LaTrobe_CSV-orig_20200112171958.csv,,,,,,2020-01-12 17:15:00
934,123,20200112,173000,6.5,LaTrobe_CSV-orig_20200112174705.csv,19.6,,22.4,9.9,45.0,2020-01-12 17:30:00
1020,123,20200112,174500,14.25,LaTrobe_CSV-orig_20200112180459.csv,,,,,,2020-01-12 17:45:00
433,123,20200112,180000,13.5,LaTrobe_CSV-orig_20200112180459.csv,19.8,,22.0,10.8,49.0,2020-01-12 18:00:00
2437,123,20200112,181500,13.0,LaTrobe_CSV-orig_20200112182059.csv,,,,,,2020-01-12 18:15:00
2264,123,20200112,183000,13.25,LaTrobe_CSV-orig_20200112184959.csv,18.5,,21.4,10.9,51.0,2020-01-12 18:30:00
2782,123,20200112,184500,13.0,LaTrobe_CSV-orig_20200112190300.csv,,,,,,2020-01-12 18:45:00
2526,123,20200112,190000,12.5,LaTrobe_CSV-orig_20200112190300.csv,17.8,,20.6,11.5,56.0,2020-01-12 19:00:00
5110,123,20200112,191500,12.0,LaTrobe_CSV-orig_20200112192005.csv,,,,,,2020-01-12 19:15:00
807,123,20200112,193000,10.75,LaTrobe_CSV-orig_20200112194859.csv,17.4,,20.4,10.8,54.0,2020-01-12 19:30:00
2058,123,20200112,194500,10.0,LaTrobe_CSV-orig_20200112200159.csv,,,,,,2020-01-12 19:45:00
249,123,20200112,200000,9.5,LaTrobe_CSV-orig_20200112201702.csv,16.3,,19.2,11.0,59.0,2020-01-12 20:00:00
771,123,20200112,201500,10.75,LaTrobe_CSV-orig_20200112201702.csv,,,,,,2020-01-12 20:15:00
955,123,20200112,203000,11.25,LaTrobe_CSV-orig_20200112210402.csv,16.1,,17.9,10.8,63.0,2020-01-12 20:30:00
641,123,20200112,204500,10.0,LaTrobe_CSV-orig_20200112210402.csv,,,,,,2020-01-12 20:45:00
564,123,20200112,210000,9.75,LaTrobe_CSV-orig_20200112210402.csv,14.5,,16.8,10.6,67.0,2020-01-12 21:00:00
281,123,20200112,211500,9.5,LaTrobe_CSV-orig_20200112213300.csv,,,,,,2020-01-12 21:15:00
148,123,20200112,213000,9.75,LaTrobe_CSV-orig_20200112213300.csv,14.4,,16.2,10.9,71.0,2020-01-12 21:30:00
2823,123,20200112,214500,10.5,LaTrobe_CSV-orig_20200112220306.csv,,,,,,2020-01-12 21:45:00
5145,123,20200112,220000,9.75,LaTrobe_CSV-orig_20200112220306.csv,14.0,,15.7,11.1,74.0,2020-01-12 22:00:00
2499,123,20200112,221500,9.75,LaTrobe_CSV-orig_20200112223501.csv,,,,,,2020-01-12 22:15:00
1298,123,20200112,223000,10.0,LaTrobe_CSV-orig_20200112223501.csv,13.9,,15.2,11.4,78.0,2020-01-12 22:30:00
7,123,20200112,224500,9.5,LaTrobe_CSV-orig_20200112225001.csv,,,,,,2020-01-12 22:45:00
484,123,20200112,230000,9.5,LaTrobe_CSV-orig_20200112231802.csv,12.9,,14.9,11.5,80.0,2020-01-12 23:00:00
387,123,20200112,231500,9.25,LaTrobe_CSV-orig_20200112233401.csv,,,,,,2020-01-12 23:15:00
1188,123,20200112,233000,9.5,LaTrobe_CSV-orig_20200112235002.csv,13.3,,14.5,11.7,83.0,2020-01-12 23:30:00
58,123,20200112,234500,9.5,LaTrobe_CSV-orig_20200112235002.csv,,,,,,2020-01-12 23:45:00
24,123,20200113,0,9.75,LaTrobe_CSV-orig_20200113001650.csv,13.1,,14.2,11.9,86.0,2020-01-13 00:00:00
363,123,20200113,1500,10.0,LaTrobe_CSV-orig_20200113003452.csv,,,,,,2020-01-13 00:15:00
5128,123,20200113,3000,10.0,LaTrobe_CSV-orig_20200113004851.csv,12.9,,13.5,11.7,89.0,2020-01-13 00:30:00
5153,123,20200113,4500,10.25,LaTrobe_CSV-orig_20200113004851.csv,,,,,,2020-01-13 00:45:00
316,123,20200113,10000,9.25,LaTrobe_CSV-orig_20200113013351.csv,12.5,,13.0,12.2,95.0,2020-01-13 01:00:00
2769,123,20200113,11500,9.5,LaTrobe_CSV-orig_20200113013351.csv,,,,,,2020-01-13 01:15:00
2790,123,20200113,13000,10.0,LaTrobe_CSV-orig_20200113014951.csv,12.5,,12.9,12.4,97.0,2020-01-13 01:30:00
37,123,20200113,14500,9.5,LaTrobe_CSV-orig_20200113014951.csv,,,,,,2020-01-13 01:45:00
399,123,20200113,20000,9.25,LaTrobe_CSV-orig_20200113020151.csv,13.5,,12.8,12.3,97.0,2020-01-13 02:00:00
1974,123,20200113,21500,8.75,LaTrobe_CSV-orig_20200113022750.csv,,,,,,2020-01-13 02:15:00
597,123,20200113,23000,9.0,LaTrobe_CSV-orig_20200113023451.csv,12.3,,12.7,12.5,99.0,2020-01-13 02:30:00
1956,123,20200113,24500,8.5,LaTrobe_CSV-orig_20200113032154.csv,,,,,,2020-01-13 02:45:00
1988,123,20200113,30000,8.5,LaTrobe_CSV-orig_20200113032154.csv,12.1,,12.2,12.0,99.0,2020-01-13 03:00:00
2505,123,20200113,31500,8.75,LaTrobe_CSV-orig_20200113032154.csv,,,,,,2020-01-13 03:15:00
60,123,20200113,33000,8.25,LaTrobe_CSV-orig_20200113034854.csv,12.2,,12.0,11.8,99.0,2020-01-13 03:30:00
705,123,20200113,34500,9.0,LaTrobe_CSV-orig_20200113050158.csv,,,,,,2020-01-13 03:45:00
2184,123,20200113,40000,9.75,LaTrobe_CSV-orig_20200113050158.csv,11.4,,11.9,11.9,100.0,2020-01-13 04:00:00
2146,123,20200113,41500,10.25,LaTrobe_CSV-orig_20200113050158.csv,,,,,,2020-01-13 04:15:00
2008,123,20200113,43000,10.75,LaTrobe_CSV-orig_20200113050158.csv,11.2,,11.8,11.6,99.0,2020-01-13 04:30:00
2842,123,20200113,44500,10.75,LaTrobe_CSV-orig_20200113050158.csv,,,,,,2020-01-13 04:45:00
2482,123,20200113,50000,11.0,LaTrobe_CSV-orig_20200113051855.csv,12.0,,11.5,11.5,100.0,2020-01-13 05:00:00
1122,123,20200113,51500,15.0,LaTrobe_CSV-orig_20200113051855.csv,,,,,,2020-01-13 05:15:00
111,123,20200113,53000,15.25,LaTrobe_CSV-orig_20200113053453.csv,11.2,,11.5,11.5,100.0,2020-01-13 05:30:00
405,123,20200113,54500,15.5,LaTrobe_CSV-orig_20200113054853.csv,,,,,,2020-01-13 05:45:00
1194,123,20200113,60000,15.25,LaTrobe_CSV-orig_20200113061754.csv,11.6,,11.5,11.5,100.0,2020-01-13 06:00:00
2618,123,20200113,61500,15.0,LaTrobe_CSV-orig_20200113063354.csv,,,,,,2020-01-13 06:15:00
2445,123,20200113,63000,15.0,LaTrobe_CSV-orig_20200113063354.csv,10.1,,10.9,10.9,100.0,2020-01-13 06:30:00
