,MeterKey,DateKey,TimeKey,MeterReading,Source,ApparentTemperature,IsSuspicious,AirTemperature,DewPointTemperature,RelativeHumidity,timestamp
2347,123,20200113,64500,15.5,LaTrobe_CSV-orig_20200113070453.csv,,,,,,2020-01-13 06:45:00
176,123,20200113,70000,14.5,LaTrobe_CSV-orig_20200113072054.csv,10.6,,11.3,11.3,100.0,2020-01-13 07:00:00
267,123,20200113,71500,15.5,LaTrobe_CSV-orig_20200113080254.csv,,,,,,2020-01-13 07:15:00
743,123,20200113,73000,16.0,LaTrobe_CSV-orig_20200113080254.csv,10.8,,11.5,11.5,100.0,2020-01-13 07:30:00
1993,123,20200113,74500,15.5,LaTrobe_CSV-orig_20200113080254.csv,,,,,,2020-01-13 07:45:00
383,123,20200113,80000,16.0,LaTrobe_CSV-orig_20200113080254.csv,12.3,,12.6,12.6,100.0,2020-01-13 08:00:00
250,123,20200113,81500,17.5,LaTrobe_CSV-orig_20200113084954.csv,,,,,,2020-01-13 08:15:00
261,123,20200113,83000,18.0,LaTrobe_CSV-orig_20200113084954.csv,13.8,,13.8,13.6,99.0,2020-01-13 08:30:00
1955,123,20200113,84500,19.0,LaTrobe_CSV-orig_20200113084954.csv,,,,,,2020-01-13 08:45:00
463,123,20200113,90000,20.25,LaTrobe_CSV-orig_20200113091654.csv,15.3,,15.4,13.8,90.0,2020-01-13 09:00:00
2200,123,20200113,91500,21.0,LaTrobe_CSV-orig_20200113091654.csv,,,,,,2020-01-13 09:15:00
1007,123,20200113,93000,21.25,LaTrobe_CSV-orig_20200113093454.csv,17.4,,17.0,13.7,81.0,2020-01-13 09:30:00
2302,123,20200113,94500,22.75,LaTrobe_CSV-orig_20200113101655.csv,,,,,,2020-01-13 09:45:00
56,123,20200113,100000,31.0,LaTrobe_CSV-orig_20200113101655.csv,21.0,,19.7,14.1,70.0,2020-01-13 10:00:00
149,123,20200113,101500,26.5,LaTrobe_CSV-orig_20200113103155.csv,,,,,,2020-01-13 10:15:00
483,123,20200113,103000,34.25,LaTrobe_CSV-orig_20200113104958.csv,22.6,,22.6,14.2,59.0,2020-01-13 10:30:00
132,123,20200113,104500,34.25,LaTrobe_CSV-orig_20200113104958.csv,,,,,,2020-01-13 10:45:00
2339,123,20200113,110000,36.25,LaTrobe_CSV-orig_20200113111956.csv,23.4,,25.4,11.6,42.0,2020-01-13 11:00:00
2609,123,20200113,111500,44.75,LaTrobe_CSV-orig_20200113111956.csv,,,,,,2020-01-13 11:15:00
330,123,20200113,113000,43.5,LaTrobe_CSV-orig_20200113120200.csv,24.9,,26.6,11.1,38.0,2020-01-13 11:30:00
1233,123,20200113,114500,45.5,LaTrobe_CSV-orig_20200113120200.csv,,,,,,2020-01-13 11:45:00
239,123,20200113,120000,47.75,LaTrobe_CSV-orig_20200113120200.csv,24.9,,27.2,10.4,35.0,2020-01-13 12:00:00
1098,123,20200113,121500,49.25,LaTrobe_CSV-orig_20200113123255.csv,,,,,,2020-01-13 12:15:00
2852,123,20200113,123000,43.5,LaTrobe_CSV-orig_20200113130255.csv,26.1,,28.2,9.9,32.0,2020-01-13 12:30:00
499,123,20200113,124500,39.75,LaTrobe_CSV-orig_20200113130255.csv,,,,,,2020-01-13 12:45:00
983,123,20200113,130000,56.5,LaTrobe_CSV-orig_20200113131955.csv,26.4,,28.4,10.1,32.0,2020-01-13 13:00:00
108,123,20200113,131500,51.25,LaTrobe_CSV-orig_20200113133255.csv,,,,,,2020-01-13 13:15:00
1975,123,20200113,133000,51.25,LaTrobe_CSV-orig_20200113140156.csv,27.7,,29.9,10.9,31.0,2020-01-13 13:30:00
2283,123,20200113,134500,53.0,LaTrobe_CSV-orig_20200113140156.csv,,,,,,2020-01-13 13:45:00
488,123,20200113,140000,55.25,LaTrobe_CSV-orig_20200113141856.csv,28.1,,30.1,10.1,29.0,2020-01-13 14:00:00
439,123,20200113,141500,57.5,LaTrobe_CSV-orig_20200113141856.csv,,,,,,2020-01-13 14:15:00
764,123,20200113,143000,61.25,LaTrobe_CSV-orig_20200113143256.csv,29.7,,31.1,11.0,29.0,2020-01-13 14:30:00
347,123,20200113,144500,63.75,LaTrobe_CSV-orig_20200113150155.csv,,,,,,2020-01-13 14:45:00
2265,123,20200113,150000,65.75,LaTrobe_CSV-orig_20200113152056.csv,29.2,,31.2,10.0,27.0,2020-01-13 15:00:00
2579,123,20200113,151500,65.5,LaTrobe_CSV-orig_20200113153456.csv,,,,,,2020-01-13 15:15:00
818,123,20200113,153000,66.25,LaTrobe_CSV-orig_20200113153456.csv,28.5,,31.5,9.1,25.0,2020-01-13 15:30:00
2410,123,20200113,154500,66.5,LaTrobe_CSV-orig_20200113160257.csv,,,,,,2020-01-13 15:45:00
1187,123,20200113,160000,66.0,LaTrobe_CSV-orig_20200113161956.csv,28.7,,31.6,9.8,26.0,2020-01-13 16:00:00
1227,123,20200113,161500,66.0,LaTrobe_CSV-orig_20200113163456.csv,,,,,,2020-01-13 16:15:00
5100,123,20200113,163000,66.75,LaTrobe_CSV-orig_20200113164856.csv,29.2,,31.8,9.3,25.0,2020-01-13 16:30:00
2583,123,20200113,164500,65.25,LaTrobe_CSV-orig_20200113170156.csv,,,,,,2020-01-13 16:45:00
487,123,20200113,170000,64.25,LaTrobe_CSV-orig_20200113170156.csv,30.8,,32.5,9.9,25.0,2020-01-13 17:00:00
2078,123,20200113,171500,61.0,LaTrobe_CSV-orig_20200113173356.csv,,,,,,2020-01-13 17:15:00
700,123,20200113,173000,60.5,LaTrobe_CSV-orig_20200113173356.csv,30.5,,31.8,9.9,26.0,2020-01-13 17:30:00
382,123,20200113,174500,52.5,LaTrobe_CSV-orig_20200113180157.csv,,,,,,2020-01-13 17:45:00
2512,123,20200113,180000,61.5,LaTrobe_CSV-orig_20200113181757.csv,29.9,,31.7,9.3,25.0,2020-01-13 18:00:00
101,123,20200113,181500,58.75,LaTrobe_CSV-orig_20200113183256.csv,,,,,,2020-01-13 18:15:00
2765,123,20200113,183000,59.25,LaTrobe_CSV-orig_20200113184757.csv,30.0,,31.5,9.1,25.0,2020-01-13 18:30:00
1304,123,20200113,184500,58.0,LaTrobe_CSV-orig_20200113190258.csv,,,,,,2020-01-13 18:45:00
1113,123,20200113,190000,57.25,LaTrobe_CSV-orig_20200113191956.csv,29.5,,31.3,9.5,26.0,2020-01-13 19:00:00
388,123,20200113,191500,55.5,LaTrobe_CSV-orig_20200113193458.csv,,,,,,2020-01-13 19:15:00
622,123,20200113,193000,49.5,LaTrobe_CSV-orig_20200113194957.csv,29.2,,30.7,8.4,25.0,2020-01-13 19:30:00
174,123,20200113,194500,53.25,LaTrobe_CSV-orig_20200113194957.csv,,,,,,2020-01-13 19:45:00
2250,123,20200113,200000,49.0,LaTrobe_CSV-orig_20200113201958.csv,29.4,,30.0,9.0,27.0,2020-01-13 20:00:00
2065,123,20200113,201500,22.75,LaTrobe_CSV-orig_20200113203457.csv,,,,,,2020-01-13 20:15:00
136,123,20200113,203000,12.5,LaTrobe_CSV-orig_20200113204657.csv,28.0,,28.9,9.1,29.0,2020-01-13 20:30:00
471,123,20200113,204500,11.0,LaTrobe_CSV-orig_20200113204657.csv,,,,,,2020-01-13 20:45:00
2369,123,20200113,210000,11.25,LaTrobe_CSV-orig_20200113211757.csv,27.6,,28.4,9.6,31.0,2020-01-13 21:00:00
2847,123,20200113,211500,10.75,LaTrobe_CSV-orig_20200113211757.csv,,,,,,2020-01-13 21:15:00
1198,123,20200113,213000,10.0,LaTrobe_CSV-orig_20200113214758.csv,27.5,,27.5,9.8,33.0,2020-01-13 21:30:00
257,123,20200113,214500,9.25,LaTrobe_CSV-orig_20200113214758.csv,,,,,,2020-01-13 21:45:00
2450,123,20200113,220000,9.25,LaTrobe_CSV-orig_20200113221800.csv,24.3,,26.1,10.7,38.0,2020-01-13 22:00:00
1114,123,20200113,221500,8.75,LaTrobe_CSV-orig_20200113223358.csv,,,,,,2020-01-13 22:15:00
2528,123,20200113,223000,9.0,LaTrobe_CSV-orig_20200113223358.csv,24.1,,25.4,11.2,41.0,2020-01-13 22:30:00
419,123,20200113,224500,8.75,LaTrobe_CSV-orig_20200113231858.csv,,,,,,2020-01-13 22:45:00
2207,123,20200113,230000,8.75,LaTrobe_CSV-orig_20200113231858.csv,23.3,,24.2,11.2,44.0,2020-01-13 23:00:00
2432,123,20200113,231500,9.25,LaTrobe_CSV-orig_20200113233458.csv,,,,,,2020-01-13 23:15:00
119,123,20200113,233000,9.25,LaTrobe_CSV-orig_20200113234659.csv,21.9,,22.4,16.0,67.0,2020-01-13 23:30:00
187,123,20200113,234500,8.75,LaTrobe_CSV-orig_20200114000450.csv,,,,,,2020-01-13 23:45:00
723,123,20200114,0,8.5,LaTrobe_CSV-orig_20200114001950.csv,22.5,,21.6,16.6,73.0,2020-01-14 00:00:00
461,123,20200114,1500,9.25,LaTrobe_CSV-orig_20200114003453.csv,,,,,,2020-01-14 00:15:00
823,123,20200114,3000,8.75,LaTrobe_CSV-orig_20200114003453.csv,21.8,,20.8,16.4,76.0,2020-01-14 00:30:00
2565,123,20200114,4500,8.75,LaTrobe_CSV-orig_20200114004950.csv,,,,,,2020-01-14 00:45:00
2077,123,20200114,10000,9.0,LaTrobe_CSV-orig_20200114010250.csv,21.4,,20.6,16.4,77.0,2020-01-14 01:00:00
1245,123,20200114,11500,9.25,LaTrobe_CSV-orig_20200114011950.csv,,,,,,2020-01-14 01:15:00
640,123,20200114,13000,8.75,LaTrobe_CSV-orig_20200114014950.csv,22.0,,20.3,16.1,77.0,2020-01-14 01:30:00
2574,123,20200114,14500,9.0,LaTrobe_CSV-orig_20200114014950.csv,,,,,,2020-01-14 01:45:00
2608,123,20200114,20000,9.75,LaTrobe_CSV-orig_20200114022750.csv,20.8,,20.1,15.7,76.0,2020-01-14 02:00:00
2458,123,20200114,21500,9.75,LaTrobe_CSV-orig_20200114022750.csv,,,,,,2020-01-14 02:15:00
5137,123,20200114,23000,9.75,LaTrobe_CSV-orig_20200114023451.csv,20.5,,20.0,15.0,73.0,2020-01-14 02:30:00
169,123,20200114,24500,9.5,LaTrobe_CSV-orig_20200114030952.csv,,,,,,2020-01-14 02:45:00
2228,123,20200114,30000,9.75,LaTrobe_CSV-orig_20200114033051.csv,20.9,,19.3,15.0,76.0,2020-01-14 03:00:00
936,123,20200114,31500,9.0,LaTrobe_CSV-orig_20200114033051.csv,,,,,,2020-01-14 03:15:00
2040,123,20200114,33000,9.25,LaTrobe_CSV-orig_20200114033753.csv,19.8,,19.2,15.3,78.0,2020-01-14 03:30:00
2454,123,20200114,34500,10.5,LaTrobe_CSV-orig_20200114040252.csv,,,,,,2020-01-14 03:45:00
320,123,20200114,40000,10.5,LaTrobe_CSV-orig_20200114041854.csv,19.7,,18.7,15.4,81.0,2020-01-14 04:00:00
2337,123,20200114,41500,11.75,LaTrobe_CSV-orig_20200114041854.csv,,,,,,2020-01-14 04:15:00
5163,123,20200114,43000,12.0,LaTrobe_CSV-orig_20200114044854.csv,19.0,,18.3,15.6,84.0,2020-01-14 04:30:00
2028,123,20200114,43001,,LaTrobe_CSV-orig_20200114043243.csv,,,,,,2020-01-14 04:30:01
1246,123,20200114,44500,12.25,LaTrobe_CSV-orig_20200114044854.csv,,,,,,2020-01-14 04:45:00
2249,123,20200114,50000,11.75,LaTrobe_CSV-orig_20200114052054.csv,18.8,,18.0,15.8,87.0,2020-01-14 05:00:00
1279,123,20200114,51500,16.0,LaTrobe_CSV-orig_20200114053354.csv,,,,,,2020-01-14 05:15:00
2143,123,20200114,53000,21.25,LaTrobe_CSV-orig_20200114053354.csv,19.1,,17.8,16.1,90.0,2020-01-14 05:30:00
2467,123,20200114,54500,21.5,LaTrobe_CSV-orig_20200114060555.csv,,,,,,2020-01-14 05:45:00
1984,123,20200114,60000,29.75,LaTrobe_CSV-orig_20200114060555.csv,18.4,,17.5,16.2,92.0,2020-01-14 06:00:00
246,123,20200114,61500,21.25,LaTrobe_CSV-orig_20200114063254.csv,,,,,,2020-01-14 06:15:00
2542,123,20200114,63000,17.0,LaTrobe_CSV-orig_20200114063254.csv,18.2,,17.3,16.5,95.0,2020-01-14 06:30:00
2365,123,20200114,64500,20.5,LaTrobe_CSV-orig_20200114070154.csv,,,,,,2020-01-14 06:45:00
506,123,20200114,70000,20.0,LaTrobe_CSV-orig_20200114070154.csv,19.3,,17.1,16.6,97.0,2020-01-14 07:00:00
1247,123,20200114,71500,19.0,LaTrobe_CSV-orig_20200114071955.csv,,,,,,2020-01-14 07:15:00
2224,123,20200114,73000,23.5,LaTrobe_CSV-orig_20200114074854.csv,19.8,,17.4,16.9,97.0,2020-01-14 07:30:00
182,123,20200114,74500,27.25,LaTrobe_CSV-orig_20200114074854.csv,,,,,,2020-01-14 07:45:00
2270,123,20200114,80000,26.25,LaTrobe_CSV-orig_20200114080256.csv,20.4,,18.0,17.0,94.0,2020-01-14 08:00:00
2584,123,20200114,81500,24.5,LaTrobe_CSV-orig_20200114081956.csv,,,,,,2020-01-14 08:15:00
2804,123,20200114,83000,27.75,LaTrobe_CSV-orig_20200114084855.csv,21.4,,18.8,17.5,92.0,2020-01-14 08:30:00
2780,123,20200114,84500,38.75,LaTrobe_CSV-orig_20200114090155.csv,,,,,,2020-01-14 08:45:00
2129,123,20200114,90000,26.5,LaTrobe_CSV-orig_20200114090155.csv,21.7,,19.9,18.4,91.0,2020-01-14 09:00:00
979,123,20200114,91500,28.75,LaTrobe_CSV-orig_20200114091853.csv,,,,,,2020-01-14 09:15:00
2012,123,20200114,93000,29.75,LaTrobe_CSV-orig_20200114094855.csv,23.1,,20.8,17.6,82.0,2020-01-14 09:30:00
1229,123,20200114,94500,44.5,LaTrobe_CSV-orig_20200114100555.csv,,,,,,2020-01-14 09:45:00
2148,123,20200114,100000,54.0,LaTrobe_CSV-orig_20200114101955.csv,24.5,,22.2,17.8,76.0,2020-01-14 10:00:00
2532,123,20200114,101500,51.25,LaTrobe_CSV-orig_20200114103156.csv,,,,,,2020-01-14 10:15:00
2846,123,20200114,103000,50.5,LaTrobe_CSV-orig_20200114110355.csv,23.9,,22.7,17.4,72.0,2020-01-14 10:30:00
2798,123,20200114,104500,53.75,LaTrobe_CSV-orig_20200114110355.csv,,,,,,2020-01-14 10:45:00
449,123,20200114,110000,56.0,LaTrobe_CSV-orig_20200114111755.csv,25.5,,24.2,17.0,64.0,2020-01-14 11:00:00
40,123,20200114,111500,58.5,LaTrobe_CSV-orig_20200114111755.csv,,,,,,2020-01-14 11:15:00
8,123,20200114,113000,59.25,LaTrobe_CSV-orig_20200114114655.csv,27.2,,26.1,16.6,55.0,2020-01-14 11:30:00
746,123,20200114,114500,60.5,LaTrobe_CSV-orig_20200114120455.csv,,,,,,2020-01-14 11:45:00
230,123,20200114,120000,62.25,LaTrobe_CSV-orig_20200114121656.csv,28.2,,27.4,16.4,51.0,2020-01-14 12:00:00
5130,123,20200114,121500,66.25,LaTrobe_CSV-orig_20200114124955.csv,,,,,,2020-01-14 12:15:00
2377,123,20200114,123000,68.0,LaTrobe_CSV-orig_20200114124955.csv,29.6,,28.7,16.6,48.0,2020-01-14 12:30:00
286,123,20200114,124500,69.75,LaTrobe_CSV-orig_20200114131855.csv,,,,,,2020-01-14 12:45:00
2025,123,20200114,130000,69.25,LaTrobe_CSV-orig_20200114131855.csv,31.4,,30.2,15.9,42.0,2020-01-14 13:00:00
802,123,20200114,131500,71.0,LaTrobe_CSV-orig_20200114134756.csv,,,,,,2020-01-14 13:15:00
2153,123,20200114,133000,72.5,LaTrobe_CSV-orig_20200114134756.csv,31.8,,31.6,14.3,35.0,2020-01-14 13:30:00
676,123,20200114,134500,73.5,LaTrobe_CSV-orig_20200114140156.csv,,,,,,2020-01-14 13:45:00
452,123,20200114,140000,72.25,LaTrobe_CSV-orig_20200114140156.csv,32.2,,32.6,12.3,29.0,2020-01-14 14:00:00
656,123,20200114,141500,74.5,LaTrobe_CSV-orig_20200114141756.csv,,,,,,2020-01-14 14:15:00
418,123,20200114,143000,76.0,LaTrobe_CSV-orig_20200114144756.csv,32.4,,33.6,11.5,26.0,2020-01-14 14:30:00
2578,123,20200114,144500,75.75,LaTrobe_CSV-orig_20200114150256.csv,,,,,,2020-01-14 14:45:00
317,123,20200114,150000,75.5,LaTrobe_CSV-orig_20200114151756.csv,32.3,,33.9,11.7,26.0,2020-01-14 15:00:00
478,123,20200114,151500,76.5,LaTrobe_CSV-orig_20200114153456.csv,,,,,,2020-01-14 15:15:00
1248,123,20200114,153000,76.25,LaTrobe_CSV-orig_20200114153456.csv,33.0,,34.5,10.4,23.0,2020-01-14 15:30:00
2457,123,20200114,154500,62.0,LaTrobe_CSV-orig_20200114160557.csv,,,,,,2020-01-14 15:45:00
1295,123,20200114,160000,24.5,LaTrobe_CSV-orig_20200114161657.csv,33.7,,34.2,12.5,27.0,2020-01-14 16:00:00
253,123,20200114,161500,24.0,LaTrobe_CSV-orig_20200114161657.csv,,,,,,2020-01-14 16:15:00
26,123,20200114,163000,24.5,LaTrobe_CSV-orig_20200114164756.csv,31.9,,33.3,12.3,28.0,2020-01-14 16:30:00
733,123,20200114,164500,24.0,LaTrobe_CSV-orig_20200114164756.csv,,,,,,2020-01-14 16:45:00
2235,123,20200114,170000,24.0,LaTrobe_CSV-orig_20200114172056.csv,32.7,,34.0,12.4,27.0,2020-01-14 17:00:00
2353,123,20200114,171500,23.5,LaTrobe_CSV-orig_20200114173457.csv,,,,,,2020-01-14 17:15:00
2797,123,20200114,173000,22.25,LaTrobe_CSV-orig_20200114173457.csv,32.2,,33.9,11.1,25.0,2020-01-14 17:30:00
2305,123,20200114,174500,21.5,LaTrobe_CSV-orig_20200114180157.csv,,,,,,2020-01-14 17:45:00
2119,123,20200114,180000,21.0,LaTrobe_CSV-orig_20200114181656.csv,31.4,,33.6,10.9,25.0,2020-01-14 18:00:00
1067,123,20200114,181500,21.25,LaTrobe_CSV-orig_20200114183457.csv,,,,,,2020-01-14 18:15:00
2262,123,20200114,183000,20.5,LaTrobe_CSV-orig_20200114183457.csv,31.5,,33.2,11.1,26.0,2020-01-14 18:30:00
532,123,20200114,184500,19.0,LaTrobe_CSV-orig_20200114190157.csv,,,,,,2020-01-14 18:45:00
2527,123,20200114,190000,19.25,LaTrobe_CSV-orig_20200114190157.csv,30.5,,32.6,11.2,27.0,2020-01-14 19:00:00
5087,123,20200114,191500,17.75,LaTrobe_CSV-orig_20200114191957.csv,,,,,,2020-01-14 19:15:00
69,123,20200114,193000,17.25,LaTrobe_CSV-orig_20200114193257.csv,29.7,,32.0,11.7,28.0,2020-01-14 19:30:00
2422,123,20200114,194500,17.0,LaTrobe_CSV-orig_20200114200357.csv,,,,,,2020-01-14 19:45:00
417,123,20200114,200000,16.75,LaTrobe_CSV-orig_20200114201958.csv,29.8,,31.3,13.1,33.0,2020-01-14 20:00:00
1973,123,20200114,201500,10.0,LaTrobe_CSV-orig_20200114201958.csv,,,,,,2020-01-14 20:15:00
486,123,20200114,203000,10.5,LaTrobe_CSV-orig_20200114203358.csv,29.9,,30.4,12.8,34.0,2020-01-14 20:30:00
244,123,20200114,204500,10.0,LaTrobe_CSV-orig_20200114210258.csv,,,,,,2020-01-14 20:45:00
674,123,20200114,210000,9.25,LaTrobe_CSV-orig_20200114211658.csv,27.5,,29.9,11.4,32.0,2020-01-14 21:00:00
2384,123,20200114,211500,10.0,LaTrobe_CSV-orig_20200114213459.csv,,,,,,2020-01-14 21:15:00
2029,123,20200114,213000,9.75,LaTrobe_CSV-orig_20200114214657.csv,26.4,,29.0,10.6,32.0,2020-01-14 21:30:00
2435,123,20200114,214500,9.5,LaTrobe_CSV-orig_20200114220158.csv,,,,,,2020-01-14 21:45:00
398,123,20200114,220000,9.25,LaTrobe_CSV-orig_20200114221759.csv,25.5,,28.2,10.4,33.0,2020-01-14 22:00:00
570,123,20200114,221500,9.0,LaTrobe_CSV-orig_20200114223458.csv,,,,,,2020-01-14 22:15:00
94,123,20200114,223000,9.25,LaTrobe_CSV-orig_20200114224758.csv,25.0,,27.8,10.1,33.0,2020-01-14 22:30:00
292,123,20200114,224500,10.0,LaTrobe_CSV-orig_20200114230458.csv,,,,,,2020-01-14 22:45:00
414,123,20200114,230000,9.75,LaTrobe_CSV-orig_20200115000449.csv,24.7,,27.4,10.2,34.0,2020-01-14 23:00:00
2418,123,20200114,231500,9.5,LaTrobe_CSV-orig_20200115000449.csv,,,,,,2020-01-14 23:15:00
1068,123,20200114,233000,9.25,LaTrobe_CSV-orig_20200115000449.csv,24.5,,26.6,9.9,35.0,2020-01-14 23:30:00
2123,123,20200114,234500,9.25,LaTrobe_CSV-orig_20200115000449.csv,,,,,,2020-01-14 23:45:00
2396,123,20200115,0,9.75,LaTrobe_CSV-orig_20200115000449.csv,24.8,,26.0,10.2,37.0,2020-01-15 00:00:00
2014,123,20200115,1500,10.25,LaTrobe_CSV-orig_20200115004950.csv,,,,,,2020-01-15 00:15:00
163,123,20200115,3000,10.75,LaTrobe_CSV-orig_20200115004950.csv,24.1,,25.1,10.2,39.0,2020-01-15 00:30:00
438,123,20200115,4500,10.5,LaTrobe_CSV-orig_20200115010151.csv,,,,,,2020-01-15 00:45:00
42,123,20200115,10000,10.0,LaTrobe_CSV-orig_20200115011850.csv,23.9,,24.7,9.8,39.0,2020-01-15 01:00:00
2427,123,20200115,11500,10.25,LaTrobe_CSV-orig_20200115013151.csv,,,,,,2020-01-15 01:15:00
816,123,20200115,13000,10.0,LaTrobe_CSV-orig_20200115014850.csv,24.2,,24.4,10.3,41.0,2020-01-15 01:30:00
2796,123,20200115,14500,9.75,LaTrobe_CSV-orig_20200115020550.csv,,,,,,2020-01-15 01:45:00
2116,123,20200115,20000,9.75,LaTrobe_CSV-orig_20200115020550.csv,22.9,,22.9,11.0,47.0,2020-01-15 02:00:00
2215,123,20200115,21500,9.0,LaTrobe_CSV-orig_20200115022749.csv,,,,,,2020-01-15 02:15:00
5097,123,20200115,23000,9.25,LaTrobe_CSV-orig_20200115024901.csv,22.0,,21.9,11.6,52.0,2020-01-15 02:30:00
1030,123,20200115,24500,9.25,LaTrobe_CSV-orig_20200115032151.csv,,,,,,2020-01-15 02:45:00
2091,123,20200115,30000,8.75,LaTrobe_CSV-orig_20200115032151.csv,21.8,,22.5,11.3,49.0,2020-01-15 03:00:00
2013,123,20200115,31500,9.0,LaTrobe_CSV-orig_20200115032151.csv,,,,,,2020-01-15 03:15:00
446,123,20200115,33000,8.75,LaTrobe_CSV-orig_20200115034953.csv,21.5,,21.0,11.6,55.0,2020-01-15 03:30:00
1071,123,20200115,34500,9.75,LaTrobe_CSV-orig_20200115041352.csv,,,,,,2020-01-15 03:45:00
2849,123,20200115,40000,10.25,LaTrobe_CSV-orig_20200115041352.csv,20.6,,20.3,12.3,60.0,2020-01-15 04:00:00
21,123,20200115,41500,11.0,LaTrobe_CSV-orig_20200115043254.csv,,,,,,2020-01-15 04:15:00
5160,123,20200115,43000,11.0,LaTrobe_CSV-orig_20200115043254.csv,20.8,,20.5,12.2,59.0,2020-01-15 04:30:00
191,123,20200115,44500,10.75,LaTrobe_CSV-orig_20200115050157.csv,,,,,,2020-01-15 04:45:00
2164,123,20200115,50000,10.5,LaTrobe_CSV-orig_20200115051954.csv,20.4,,19.6,12.6,64.0,2020-01-15 05:00:00
2303,123,20200115,51500,17.0,LaTrobe_CSV-orig_20200115051954.csv,,,,,,2020-01-15 05:15:00
2606,123,20200115,53000,18.75,LaTrobe_CSV-orig_20200115054954.csv,20.0,,19.9,11.4,58.0,2020-01-15 05:30:00
562,123,20200115,54500,19.5,LaTrobe_CSV-orig_20200115054954.csv,,,,,,2020-01-15 05:45:00
298,123,20200115,60000,19.5,LaTrobe_CSV-orig_20200115062054.csv,20.6,,19.9,12.2,61.0,2020-01-15 06:00:00
1211,123,20200115,61500,17.75,LaTrobe_CSV-orig_20200115063354.csv,,,,,,2020-01-15 06:15:00
2026,123,20200115,63000,17.25,LaTrobe_CSV-orig_20200115063354.csv,20.1,,19.8,12.3,62.0,2020-01-15 06:30:00
2206,123,20200115,64500,17.0,LaTrobe_CSV-orig_20200115070554.csv,,,,,,2020-01-15 06:45:00
366,123,20200115,70000,16.5,LaTrobe_CSV-orig_20200115070554.csv,20.0,,20.5,12.0,58.0,2020-01-15 07:00:00
413,123,20200115,71500,16.5,LaTrobe_CSV-orig_20200115074655.csv,,,,,,2020-01-15 07:15:00
2157,123,20200115,73000,16.75,LaTrobe_CSV-orig_20200115074655.csv,19.9,,19.8,12.8,64.0,2020-01-15 07:30:00
1042,123,20200115,74500,17.0,LaTrobe_CSV-orig_20200115074655.csv,,,,,,2020-01-15 07:45:00
2566,123,20200115,80000,18.0,LaTrobe_CSV-orig_20200115081655.csv,19.8,,20.9,12.1,57.0,2020-01-15 08:00:00
328,123,20200115,81500,19.25,LaTrobe_CSV-orig_20200115083154.csv,,,,,,2020-01-15 08:15:00
993,123,20200115,83000,19.75,LaTrobe_CSV-orig_20200115084656.csv,20.4,,22.2,12.2,53.0,2020-01-15 08:30:00
2239,123,20200115,84500,22.25,LaTrobe_CSV-orig_20200115090455.csv,,,,,,2020-01-15 08:45:00
345,123,20200115,90000,27.75,LaTrobe_CSV-orig_20200115090455.csv,22.8,,24.2,12.2,47.0,2020-01-15 09:00:00
27,123,20200115,91500,34.25,LaTrobe_CSV-orig_20200115093355.csv,,,,,,2020-01-15 09:15:00
5124,123,20200115,93000,69.5,LaTrobe_CSV-orig_20200115094700.csv,27.0,,27.1,13.4,42.0,2020-01-15 09:30:00
2236,123,20200115,94500,79.0,LaTrobe_CSV-orig_20200115100456.csv,,,,,,2020-01-15 09:45:00
2581,123,20200115,100000,77.25,LaTrobe_CSV-orig_20200115100456.csv,29.8,,31.0,12.8,32.0,2020-01-15 10:00:00
613,123,20200115,101500,77.75,LaTrobe_CSV-orig_20200115103456.csv,,,,,,2020-01-15 10:15:00
453,123,20200115,103000,74.75,LaTrobe_CSV-orig_20200115103456.csv,30.8,,31.9,13.2,32.0,2020-01-15 10:30:00
1982,123,20200115,104500,74.25,LaTrobe_CSV-orig_20200115104856.csv,,,,,,2020-01-15 10:45:00
653,123,20200115,110000,74.75,LaTrobe_CSV-orig_20200115110455.csv,31.2,,32.6,13.3,31.0,2020-01-15 11:00:00
1290,123,20200115,111500,76.25,LaTrobe_CSV-orig_20200115113155.csv,,,,,,2020-01-15 11:15:00
2186,123,20200115,113000,78.75,LaTrobe_CSV-orig_20200115114855.csv,33.3,,34.1,14.1,30.0,2020-01-15 11:30:00
5099,123,20200115,114500,79.0,LaTrobe_CSV-orig_20200115121656.csv,,,,,,2020-01-15 11:45:00
542,123,20200115,120000,78.0,LaTrobe_CSV-orig_20200115121656.csv,32.7,,34.2,14.1,29.0,2020-01-15 12:00:00
2521,123,20200115,121500,79.0,LaTrobe_CSV-orig_20200115121656.csv,,,,,,2020-01-15 12:15:00
2311,123,20200115,123000,78.0,LaTrobe_CSV-orig_20200115124656.csv,34.3,,35.6,13.7,27.0,2020-01-15 12:30:00
495,123,20200115,124500,77.5,LaTrobe_CSV-orig_20200115131856.csv,,,,,,2020-01-15 12:45:00
2327,123,20200115,130000,77.25,LaTrobe_CSV-orig_20200115131856.csv,32.9,,35.7,13.2,26.0,2020-01-15 13:00:00
1980,123,20200115,131500,77.0,LaTrobe_CSV-orig_20200115134656.csv,,,,,,2020-01-15 13:15:00
1963,123,20200115,133000,76.0,LaTrobe_CSV-orig_20200115134656.csv,33.7,,35.9,13.4,26.0,2020-01-15 13:30:00
2806,123,20200115,134500,76.25,LaTrobe_CSV-orig_20200115141656.csv,,,,,,2020-01-15 13:45:00
