MeterKey,DateKey,TimeKey,MeterReading,Source,ApparentTemperature,IsSuspicious,AirTemperature,DewPointTemperature,RelativeHumidity
123,20200222,233000,8.75000,LaTrobe_CSV-orig_20200222233420.csv,16.70000,NULL,15.7,14.4,92
123,20200208,120000,8.25000,LaTrobe_CSV-orig_20200208120257.csv,24.50000,NULL,26.9,14.3,46
123,20200228,210000,8.00000,LaTrobe_CSV-orig_20200228210410.csv,15.10000,NULL,16.1,12.3,78
123,20200202,110000,8.25000,LaTrobe_CSV-orig_20200202110358.csv,16.50000,NULL,19.5,9.4,52
123,20200217,53000,13.25000,LaTrobe_CSV-orig_20200217053455.csv,15.10000,NULL,14.7,14.7,100
123,20200221,121500,25.50000,LaTrobe_CSV-orig_20200221121744.csv,NULL,NULL,NULL,NULL,NULL
123,20200204,103000,34.25000,LaTrobe_CSV-orig_20200204103459.csv,12.80000,NULL,16.3,5.6,49
123,20200215,23000,16.75000,LaTrobe_CSV-orig_20200215023351.csv,20.70000,NULL,19.6,19.6,100
123,20200215,231500,12.00000,LaTrobe_CSV-orig_20200215232001.csv,NULL,NULL,NULL,NULL,NULL
123,20200217,234500,7.75000,LaTrobe_CSV-orig_20200217234700.csv,NULL,NULL,NULL,NULL,NULL
123,20200226,161500,25.75000,LaTrobe_CSV-orig_20200226161858.csv,NULL,NULL,NULL,NULL,NULL
123,20200205,181500,36.25000,LaTrobe_CSV-orig_20200205181900.csv,NULL,NULL,NULL,NULL,NULL
123,20200202,80000,9.50000,LaTrobe_CSV-orig_20200202080359.csv,14.10000,NULL,14.7,14.7,100
123,20200217,3000,16.00000,LaTrobe_CSV-orig_20200217003251.csv,16.30000,NULL,16,14.5,91
123,20200206,74500,15.75000,LaTrobe_CSV-orig_20200206074754.csv,NULL,NULL,NULL,NULL,NULL
123,20200223,214500,8.00000,LaTrobe_CSV-orig_20200223214700.csv,NULL,NULL,NULL,NULL,NULL
123,20200204,204500,10.50000,LaTrobe_CSV-orig_20200204204952.csv,NULL,NULL,NULL,NULL,NULL
123,20200315,160000,8.00000,LaTrobe_CSV-orig_20200316053156.csv,16.60000,NULL,18.2,10.1,59
123,20200207,220000,8.00000,LaTrobe_CSV-orig_20200207220209.csv,19.80000,NULL,19,19,100
123,20200215,141500,13.75000,LaTrobe_CSV-orig_20200215141958.csv,NULL,NULL,NULL,NULL,NULL
123,20200217,103000,29.50000,LaTrobe_CSV-orig_20200217103457.csv,21.00000,NULL,20.3,15.7,75
123,20200207,13000,9.50000,LaTrobe_CSV-orig_20200207013551.csv,22.50000,NULL,19.8,17.8,88
123,20200203,1500,10.25000,LaTrobe_CSV-orig_20200203001852.csv,NULL,NULL,NULL,NULL,NULL
123,20200218,190000,13.75000,LaTrobe_CSV-orig_20200218190502.csv,14.10000,NULL,15.5,15.5,100
123,20200218,221500,9.00000,LaTrobe_CSV-orig_20200218222101.csv,NULL,NULL,NULL,NULL,NULL
123,20200219,223000,6.75000,LaTrobe_CSV-orig_20200219223200.csv,12.70000,NULL,14.1,13.5,96
123,20200207,123000,52.25000,LaTrobe_CSV-orig_20200207123405.csv,24.20000,NULL,22,19.7,87
123,20200226,174500,23.00000,LaTrobe_CSV-orig_20200226174658.csv,NULL,NULL,NULL,NULL,NULL
123,20200214,164500,37.75000,LaTrobe_CSV-orig_20200214165006.csv,NULL,NULL,NULL,NULL,NULL
123,20200202,230000,9.75000,LaTrobe_CSV-orig_20200202230200.csv,16.10000,NULL,15.8,13.5,86
123,20200202,103000,8.00000,LaTrobe_CSV-orig_20200202103458.csv,16.20000,NULL,18.7,9.8,56
123,20200223,90000,8.75000,LaTrobe_CSV-orig_20200223090157.csv,17.40000,NULL,16.1,14.1,88
123,20200202,1500,10.00000,LaTrobe_CSV-orig_20200202001750.csv,NULL,NULL,NULL,NULL,NULL
123,20200228,1500,10.75000,LaTrobe_CSV-orig_20200228001650.csv,NULL,NULL,NULL,NULL,NULL
123,20200208,204500,9.00000,LaTrobe_CSV-orig_20200208204900.csv,NULL,NULL,NULL,NULL,NULL
123,20200216,33000,11.50000,LaTrobe_CSV-orig_20200216033753.csv,17.40000,NULL,16.8,16.8,100
123,20200219,174500,22.00000,LaTrobe_CSV-orig_20200219174858.csv,NULL,NULL,NULL,NULL,NULL
123,20200224,201500,13.50000,LaTrobe_CSV-orig_20200224203459.csv,NULL,NULL,NULL,NULL,NULL
123,20200219,173000,22.25000,LaTrobe_CSV-orig_20200219173359.csv,13.00000,NULL,17.3,10.9,66
123,20200210,184500,47.00000,LaTrobe_CSV-orig_20200210184958.csv,NULL,NULL,NULL,NULL,NULL
123,20200209,154500,10.50000,LaTrobe_CSV-orig_20200209154958.csv,NULL,NULL,NULL,NULL,NULL
123,20200206,10000,9.75000,LaTrobe_CSV-orig_20200206010551.csv,12.20000,NULL,13.2,12.3,94
123,20200221,111500,20.50000,LaTrobe_CSV-orig_20200221111743.csv,NULL,NULL,NULL,NULL,NULL
123,20200205,231500,9.00000,LaTrobe_CSV-orig_20200205231905.csv,NULL,NULL,NULL,NULL,NULL
123,20200208,104500,9.00000,LaTrobe_CSV-orig_20200208104857.csv,NULL,NULL,NULL,NULL,NULL
123,20200218,44500,10.75000,LaTrobe_CSV-orig_20200218044656.csv,NULL,NULL,NULL,NULL,NULL
123,20200221,143000,20.75000,LaTrobe_CSV-orig_20200221143445.csv,16.40000,NULL,18.2,10.8,62
123,20200205,224500,9.25000,LaTrobe_CSV-orig_20200205224903.csv,NULL,NULL,NULL,NULL,NULL
123,20200203,184500,30.50000,LaTrobe_CSV-orig_20200203184758.csv,NULL,NULL,NULL,NULL,NULL
123,20200224,204500,8.75000,LaTrobe_CSV-orig_20200224204859.csv,NULL,NULL,NULL,NULL,NULL
123,20200314,171500,7.25000,LaTrobe_CSV-orig_20200315074655.csv,NULL,NULL,NULL,NULL,NULL
123,20200214,50000,18.25000,LaTrobe_CSV-orig_20200214050404.csv,24.20000,NULL,20.3,20.3,100
123,20200205,230000,9.25000,LaTrobe_CSV-orig_20200205230204.csv,11.90000,NULL,14.1,10.9,81
123,20200222,34500,7.50000,LaTrobe_CSV-orig_20200222034855.csv,NULL,NULL,NULL,NULL,NULL
123,20200210,203000,11.00000,LaTrobe_CSV-orig_20200210203358.csv,25.10000,NULL,22.9,19.1,79
123,20200206,100000,30.50000,LaTrobe_CSV-orig_20200206100155.csv,17.40000,NULL,17.7,12.6,72
123,20200219,4500,9.25000,LaTrobe_CSV-orig_20200219004950.csv,NULL,NULL,NULL,NULL,NULL
123,20200213,213000,15.75000,LaTrobe_CSV-orig_20200213213459.csv,26.50000,NULL,24.5,19.1,72
123,20200212,124500,55.25000,LaTrobe_CSV-orig_20200212124956.csv,NULL,NULL,NULL,NULL,NULL
123,20200220,44501,NULL,LaTrobe_CSV-orig_20200220044757.csv,NULL,NULL,NULL,NULL,NULL
123,20200202,123000,8.25000,LaTrobe_CSV-orig_20200202123257.csv,19.50000,NULL,22.7,11.1,48
123,20200210,33000,8.25000,LaTrobe_CSV-orig_20200210033754.csv,20.30000,NULL,18.1,17.5,96
123,20200222,224500,7.25000,LaTrobe_CSV-orig_20200222224920.csv,NULL,NULL,NULL,NULL,NULL
123,20200206,121500,46.75000,LaTrobe_CSV-orig_20200206121756.csv,NULL,NULL,NULL,NULL,NULL
123,20200218,173000,29.75000,LaTrobe_CSV-orig_20200218173501.csv,23.00000,NULL,21.1,18.5,85
123,20200202,40000,8.75000,LaTrobe_CSV-orig_20200202041621.csv,14.50000,NULL,14.4,14.4,100
123,20200209,200000,9.00000,LaTrobe_CSV-orig_20200209200501.csv,20.00000,NULL,21.3,14.9,67
123,20200212,133000,63.25000,LaTrobe_CSV-orig_20200212133455.csv,26.90000,NULL,26.8,18.4,60
123,20200229,150000,8.75000,LaTrobe_CSV-orig_20200229150158.csv,21.80000,NULL,23.2,13.4,54
123,20200213,90000,40.75000,LaTrobe_CSV-orig_20200213090355.csv,23.10000,NULL,21.1,18.7,86
123,20200210,31500,8.50000,LaTrobe_CSV-orig_20200210033059.csv,NULL,NULL,NULL,NULL,NULL
123,20200204,121500,40.25000,LaTrobe_CSV-orig_20200204121958.csv,NULL,NULL,NULL,NULL,NULL
123,20200212,94500,41.25000,LaTrobe_CSV-orig_20200212094655.csv,NULL,NULL,NULL,NULL,NULL
123,20200214,200000,18.00000,LaTrobe_CSV-orig_20200214200508.csv,23.80000,NULL,21.7,21.7,100
123,20200205,51500,20.50000,LaTrobe_CSV-orig_20200205051656.csv,NULL,NULL,NULL,NULL,NULL
123,20200218,183000,24.50000,LaTrobe_CSV-orig_20200218183201.csv,22.60000,NULL,20.4,18.3,88
123,20200208,223000,8.75000,LaTrobe_CSV-orig_20200208223300.csv,20.00000,NULL,21.9,14.3,62
123,20200205,144500,41.50000,LaTrobe_CSV-orig_20200205145001.csv,NULL,NULL,NULL,NULL,NULL
123,20200215,1500,17.75000,LaTrobe_CSV-orig_20200215001950.csv,NULL,NULL,NULL,NULL,NULL
123,20200216,131500,18.00000,LaTrobe_CSV-orig_20200216131658.csv,NULL,NULL,NULL,NULL,NULL
123,20200229,211500,8.00000,LaTrobe_CSV-orig_20200229211900.csv,NULL,NULL,NULL,NULL,NULL
123,20200204,81500,17.25000,LaTrobe_CSV-orig_20200204081702.csv,NULL,NULL,NULL,NULL,NULL
123,20200208,4500,9.50000,LaTrobe_CSV-orig_20200208004950.csv,NULL,NULL,NULL,NULL,NULL
123,20200212,93000,38.50000,LaTrobe_CSV-orig_20200212093454.csv,21.70000,NULL,19.5,19.5,100
123,20200212,51500,23.50000,LaTrobe_CSV-orig_20200212052054.csv,NULL,NULL,NULL,NULL,NULL
123,20200226,0,9.00000,LaTrobe_CSV-orig_20200226000250.csv,18.20000,NULL,17.9,16.1,89
123,20200216,180000,16.00000,LaTrobe_CSV-orig_20200216180600.csv,24.70000,NULL,25.1,16.3,58
123,20200214,64500,21.00000,LaTrobe_CSV-orig_20200214064905.csv,NULL,NULL,NULL,NULL,NULL
123,20200224,70000,18.25000,LaTrobe_CSV-orig_20200224070255.csv,18.40000,NULL,16.8,16.8,100
123,20200228,203000,9.75000,LaTrobe_CSV-orig_20200228203310.csv,15.80000,NULL,16.9,12,73
123,20200206,180000,46.25000,LaTrobe_CSV-orig_20200206180357.csv,24.50000,NULL,24.8,17.3,63
123,20200219,191500,19.00000,LaTrobe_CSV-orig_20200219191759.csv,NULL,NULL,NULL,NULL,NULL
123,20200216,160000,13.25000,LaTrobe_CSV-orig_20200216160159.csv,27.40000,NULL,27.4,17.3,54
123,20200212,150000,72.25000,LaTrobe_CSV-orig_20200212150456.csv,29.20000,NULL,28.4,19.1,57
123,20200214,11500,14.75000,LaTrobe_CSV-orig_20200214011952.csv,NULL,NULL,NULL,NULL,NULL
123,20200315,144500,7.50000,LaTrobe_CSV-orig_20200316054657.csv,NULL,NULL,NULL,NULL,NULL
123,20200217,80000,12.25000,LaTrobe_CSV-orig_20200217080356.csv,16.60000,NULL,15.5,15.5,100
123,20200215,13000,17.50000,LaTrobe_CSV-orig_20200215013150.csv,22.80000,NULL,19.4,19.4,100
123,20200204,134500,41.00000,LaTrobe_CSV-orig_20200204134902.csv,NULL,NULL,NULL,NULL,NULL
123,20200211,110000,55.00000,LaTrobe_CSV-orig_20200211110154.csv,24.80000,NULL,23.1,18.4,75
123,20200214,160000,47.25000,LaTrobe_CSV-orig_20200214160407.csv,27.20000,NULL,23.1,22.9,99
123,20200214,43000,17.25000,LaTrobe_CSV-orig_20200214043453.csv,23.60000,NULL,20.4,20.4,100
123,20200207,84500,28.50000,LaTrobe_CSV-orig_20200207084905.csv,NULL,NULL,NULL,NULL,NULL
123,20200229,213000,8.00000,LaTrobe_CSV-orig_20200229213300.csv,17.60000,NULL,17.6,14.1,80
123,20200215,153000,12.25000,LaTrobe_CSV-orig_20200215153359.csv,17.50000,NULL,17.7,17.7,100
123,20200206,131500,47.00000,LaTrobe_CSV-orig_20200206131956.csv,NULL,NULL,NULL,NULL,NULL
123,20200210,0,9.75000,LaTrobe_CSV-orig_20200210000150.csv,18.90000,NULL,20.6,12.6,60
123,20200210,10000,9.50000,LaTrobe_CSV-orig_20200210010550.csv,18.60000,NULL,20,13.5,66
123,20200203,213000,10.25000,LaTrobe_CSV-orig_20200203213459.csv,10.60000,NULL,13.2,5.9,61
123,20200214,63000,21.00000,LaTrobe_CSV-orig_20200214063204.csv,22.70000,NULL,19.6,19.6,100
123,20200210,170000,66.50000,LaTrobe_CSV-orig_20200210170256.csv,26.20000,NULL,26.6,17.1,56
123,20200221,91603,NULL,LaTrobe_CSV-orig_20200221100443.csv,NULL,NULL,NULL,NULL,NULL
123,20200222,4500,9.00000,LaTrobe_CSV-orig_20200222004951.csv,NULL,NULL,NULL,NULL,NULL
123,20200211,23000,9.50000,LaTrobe_CSV-orig_20200211023450.csv,22.80000,NULL,19.4,19.4,100
123,20200225,161500,30.25000,LaTrobe_CSV-orig_20200225161858.csv,NULL,NULL,NULL,NULL,NULL
123,20200224,193000,17.75000,LaTrobe_CSV-orig_20200224193259.csv,23.50000,NULL,21.6,19.7,89
123,20200207,194500,29.25000,LaTrobe_CSV-orig_20200207194909.csv,NULL,NULL,NULL,NULL,NULL
123,20200209,3000,9.75000,LaTrobe_CSV-orig_20200209003452.csv,19.80000,NULL,21.3,15.4,69
123,20200208,164500,9.00000,LaTrobe_CSV-orig_20200208164958.csv,NULL,NULL,NULL,NULL,NULL
123,20200208,173000,9.50000,LaTrobe_CSV-orig_20200208173158.csv,25.40000,NULL,28,13.9,42
123,20200205,150000,45.00000,LaTrobe_CSV-orig_20200205150504.csv,20.50000,NULL,21.9,11,50
123,20200219,184500,16.75000,LaTrobe_CSV-orig_20200219184959.csv,NULL,NULL,NULL,NULL,NULL
123,20200219,161500,24.25000,LaTrobe_CSV-orig_20200219161758.csv,NULL,NULL,NULL,NULL,NULL
123,20200223,61500,9.00000,LaTrobe_CSV-orig_20200223061859.csv,NULL,NULL,NULL,NULL,NULL
123,20200225,193000,19.00000,LaTrobe_CSV-orig_20200225193459.csv,21.30000,NULL,19.8,19.8,100
123,20200218,114500,29.25000,LaTrobe_CSV-orig_20200218114758.csv,NULL,NULL,NULL,NULL,NULL
123,20200208,211500,8.75000,LaTrobe_CSV-orig_20200208212059.csv,NULL,NULL,NULL,NULL,NULL
123,20200207,204500,9.75000,LaTrobe_CSV-orig_20200207204908.csv,NULL,NULL,NULL,NULL,NULL
123,20200207,93000,24.00000,LaTrobe_CSV-orig_20200207093504.csv,21.00000,NULL,18.9,18.9,100
123,20200213,214500,14.25000,LaTrobe_CSV-orig_20200213214759.csv,NULL,NULL,NULL,NULL,NULL
123,20200208,84500,9.50000,LaTrobe_CSV-orig_20200208084956.csv,NULL,NULL,NULL,NULL,NULL
123,20200214,214500,16.25000,LaTrobe_CSV-orig_20200214215008.csv,NULL,NULL,NULL,NULL,NULL
123,20200221,194500,18.25000,LaTrobe_CSV-orig_20200221194946.csv,NULL,NULL,NULL,NULL,NULL
123,20200314,143000,10.25000,LaTrobe_CSV-orig_20200315074655.csv,11.80000,NULL,16.3,4.4,45
123,20200217,223000,8.00000,LaTrobe_CSV-orig_20200217223200.csv,22.60000,NULL,21,18.2,84
123,20200202,134500,8.50000,LaTrobe_CSV-orig_20200202134958.csv,NULL,NULL,NULL,NULL,NULL
123,20200212,20000,9.50000,LaTrobe_CSV-orig_20200212022250.csv,19.70000,NULL,18.4,18.4,100
123,20200221,101500,18.00000,LaTrobe_CSV-orig_20200221101742.csv,NULL,NULL,NULL,NULL,NULL
123,20200206,71500,14.75000,LaTrobe_CSV-orig_20200206071855.csv,NULL,NULL,NULL,NULL,NULL
123,20200228,164500,23.75000,LaTrobe_CSV-orig_20200228164809.csv,NULL,NULL,NULL,NULL,NULL
123,20200221,81500,15.00000,LaTrobe_CSV-orig_20200221094748.csv,NULL,NULL,NULL,NULL,NULL
123,20200226,170000,25.25000,LaTrobe_CSV-orig_20200226170258.csv,13.90000,NULL,18.2,7,48
123,20200223,163000,9.00000,LaTrobe_CSV-orig_20200223163358.csv,31.50000,NULL,32.5,15.5,36
123,20200218,170000,28.50000,LaTrobe_CSV-orig_20200218170200.csv,21.60000,NULL,20.5,18.1,86
123,20200221,23000,8.75000,LaTrobe_CSV-orig_20200221023251.csv,13.50000,NULL,13.8,12.7,93
123,20200227,193000,19.25000,LaTrobe_CSV-orig_20200227193159.csv,15.60000,NULL,18.6,7.7,49
123,20200227,140000,26.25000,LaTrobe_CSV-orig_20200227140458.csv,14.30000,NULL,18.2,7,48
123,20200205,120000,37.00000,LaTrobe_CSV-orig_20200205120201.csv,16.50000,NULL,18.3,9.4,56
123,20200206,183000,45.75000,LaTrobe_CSV-orig_20200206183257.csv,24.60000,NULL,24.2,18.2,69
123,20200209,110000,8.50000,LaTrobe_CSV-orig_20200209110257.csv,22.50000,NULL,24.9,12.8,47
123,20200204,23000,9.25000,LaTrobe_CSV-orig_20200204023452.csv,8.30000,NULL,11.2,4.4,63
123,20200217,213000,8.50000,LaTrobe_CSV-orig_20200217213300.csv,23.30000,NULL,21.7,18.3,81
123,20200224,100000,29.50000,LaTrobe_CSV-orig_20200224100457.csv,22.90000,NULL,21.2,18,82
123,20200222,183000,8.25000,LaTrobe_CSV-orig_20200222183519.csv,18.80000,NULL,21.3,12.4,57
123,20200209,0,9.50000,LaTrobe_CSV-orig_20200209000450.csv,20.70000,NULL,21.5,15.1,67
123,20200208,81500,9.50000,LaTrobe_CSV-orig_20200208081756.csv,NULL,NULL,NULL,NULL,NULL
123,20200222,214500,8.50000,LaTrobe_CSV-orig_20200222214719.csv,NULL,NULL,NULL,NULL,NULL
123,20200314,133000,9.75000,LaTrobe_CSV-orig_20200315074655.csv,10.70000,NULL,15.5,4.8,49
123,20200224,80000,17.00000,LaTrobe_CSV-orig_20200224080155.csv,19.70000,NULL,17.5,17.5,100
123,20200220,131500,22.25000,LaTrobe_CSV-orig_20200220131800.csv,NULL,NULL,NULL,NULL,NULL
123,20200208,180000,10.00000,LaTrobe_CSV-orig_20200208180258.csv,25.30000,NULL,27.7,14.3,43
123,20200204,230000,8.25000,LaTrobe_CSV-orig_20200204230253.csv,10.30000,NULL,13.3,6.2,62
123,20200221,31500,7.75000,LaTrobe_CSV-orig_20200221032053.csv,NULL,NULL,NULL,NULL,NULL
123,20200213,101500,57.25000,LaTrobe_CSV-orig_20200213101956.csv,NULL,NULL,NULL,NULL,NULL
123,20200212,180000,63.00000,LaTrobe_CSV-orig_20200212180156.csv,27.30000,NULL,27.7,19,59
123,20200218,70000,17.00000,LaTrobe_CSV-orig_20200218070207.csv,19.20000,NULL,17.8,17.8,100
123,20200202,140000,9.50000,LaTrobe_CSV-orig_20200202140158.csv,16.30000,NULL,21.2,10.1,49
123,20200208,23000,9.25000,LaTrobe_CSV-orig_20200208023150.csv,20.00000,NULL,17.7,17.7,100
123,20200216,14500,10.50000,LaTrobe_CSV-orig_20200216014851.csv,NULL,NULL,NULL,NULL,NULL
123,20200206,151500,52.75000,LaTrobe_CSV-orig_20200206151756.csv,NULL,NULL,NULL,NULL,NULL
123,20200209,144500,11.25000,LaTrobe_CSV-orig_20200209144958.csv,NULL,NULL,NULL,NULL,NULL
123,20200222,133000,7.50000,LaTrobe_CSV-orig_20200222133158.csv,19.40000,NULL,21.1,10,49
123,20200213,103000,58.00000,LaTrobe_CSV-orig_20200213103157.csv,25.40000,NULL,24.1,18.5,71
123,20200207,44500,11.75000,LaTrobe_CSV-orig_20200207044702.csv,NULL,NULL,NULL,NULL,NULL
123,20200207,191500,23.00000,LaTrobe_CSV-orig_20200207191707.csv,NULL,NULL,NULL,NULL,NULL
123,20200208,103000,8.75000,LaTrobe_CSV-orig_20200208103256.csv,25.40000,NULL,24.9,16.6,60
123,20200217,180000,29.75000,LaTrobe_CSV-orig_20200217180301.csv,28.10000,NULL,28.3,16.6,49
123,20200220,154500,24.00000,LaTrobe_CSV-orig_20200220154959.csv,NULL,NULL,NULL,NULL,NULL
123,20200210,153000,62.50000,LaTrobe_CSV-orig_20200210153156.csv,28.40000,NULL,27.3,17.2,54
123,20200205,93000,21.50000,LaTrobe_CSV-orig_20200205093358.csv,13.60000,NULL,14.4,9.8,74
123,20200218,203000,7.50000,LaTrobe_CSV-orig_20200218203401.csv,15.40000,NULL,16.7,14.7,88
123,20200204,44500,12.25000,LaTrobe_CSV-orig_20200204044709.csv,NULL,NULL,NULL,NULL,NULL
123,20200211,183000,49.00000,LaTrobe_CSV-orig_20200211183256.csv,23.50000,NULL,24.1,17.6,67
123,20200228,140000,24.75000,LaTrobe_CSV-orig_20200228140608.csv,17.70000,NULL,19.8,11.3,58
123,20200203,11500,9.25000,LaTrobe_CSV-orig_20200203011951.csv,NULL,NULL,NULL,NULL,NULL
123,20200205,203000,11.50000,LaTrobe_CSV-orig_20200205203203.csv,13.80000,NULL,16.5,10.4,67
123,20200205,141500,39.50000,LaTrobe_CSV-orig_20200205141800.csv,NULL,NULL,NULL,NULL,NULL
123,20200202,114500,7.75000,LaTrobe_CSV-orig_20200202114957.csv,NULL,NULL,NULL,NULL,NULL
123,20200202,100000,7.25000,LaTrobe_CSV-orig_20200202100258.csv,15.10000,NULL,17.7,10.6,63
123,20200222,220000,8.25000,LaTrobe_CSV-orig_20200222220320.csv,16.00000,NULL,16.3,13.4,83
123,20200221,51500,14.50000,LaTrobe_CSV-orig_20200221051856.csv,NULL,NULL,NULL,NULL,NULL
123,20200212,100000,39.50000,LaTrobe_CSV-orig_20200212100256.csv,22.40000,NULL,20.1,19.9,99
123,20200210,134500,59.00000,LaTrobe_CSV-orig_20200210134659.csv,NULL,NULL,NULL,NULL,NULL
123,20200208,111500,7.50000,LaTrobe_CSV-orig_20200208112057.csv,NULL,NULL,NULL,NULL,NULL
123,20200229,164500,10.00000,LaTrobe_CSV-orig_20200229164958.csv,NULL,NULL,NULL,NULL,NULL
123,20200213,21500,9.25000,LaTrobe_CSV-orig_20200213022750.csv,NULL,NULL,NULL,NULL,NULL
123,20200223,124500,8.75000,LaTrobe_CSV-orig_20200223124958.csv,NULL,NULL,NULL,NULL,NULL
123,20200218,1500,7.75000,LaTrobe_CSV-orig_20200218002050.csv,NULL,NULL,NULL,NULL,NULL
123,20200205,114500,32.25000,LaTrobe_CSV-orig_20200205115007.csv,NULL,NULL,NULL,NULL,NULL
123,20200217,174500,31.50000,LaTrobe_CSV-orig_20200217174858.csv,NULL,NULL,NULL,NULL,NULL
123,20200217,13000,11.25000,LaTrobe_CSV-orig_20200217013252.csv,17.00000,NULL,15.6,14.3,92
123,20200208,10000,10.00000,LaTrobe_CSV-orig_20200208010451.csv,21.00000,NULL,18.1,18.1,100
123,20200216,220000,15.00000,LaTrobe_CSV-orig_20200216220501.csv,17.90000,NULL,17.9,14.2,79
123,20200203,24500,8.75000,LaTrobe_CSV-orig_20200203025001.csv,NULL,NULL,NULL,NULL,NULL
123,20200229,220000,8.25000,LaTrobe_CSV-orig_20200229220500.csv,16.80000,NULL,16.9,14,83
123,20200202,161500,9.50000,LaTrobe_CSV-orig_20200202162058.csv,NULL,NULL,NULL,NULL,NULL
123,20200215,21500,16.75000,LaTrobe_CSV-orig_20200215022550.csv,NULL,NULL,NULL,NULL,NULL
123,20200220,204500,8.00000,LaTrobe_CSV-orig_20200220204801.csv,NULL,NULL,NULL,NULL,NULL
123,20200221,61500,14.75000,LaTrobe_CSV-orig_20200221062104.csv,NULL,NULL,NULL,NULL,NULL
123,20200221,80000,14.75000,LaTrobe_CSV-orig_20200221094748.csv,13.20000,NULL,13.3,13.3,100
123,20200217,203000,8.25000,LaTrobe_CSV-orig_20200217203459.csv,23.20000,NULL,22.7,17.4,72
123,20200224,21500,8.75000,LaTrobe_CSV-orig_20200224022951.csv,NULL,NULL,NULL,NULL,NULL
123,20200218,91500,24.25000,LaTrobe_CSV-orig_20200218091657.csv,NULL,NULL,NULL,NULL,NULL
123,20200219,163000,24.25000,LaTrobe_CSV-orig_20200219163158.csv,12.50000,NULL,16.7,11,69
123,20200202,41500,9.25000,LaTrobe_CSV-orig_20200202043158.csv,NULL,NULL,NULL,NULL,NULL
123,20200210,64500,32.25000,LaTrobe_CSV-orig_20200210064854.csv,NULL,NULL,NULL,NULL,NULL
123,20200215,170000,15.75000,LaTrobe_CSV-orig_20200215170359.csv,16.50000,NULL,17.5,17.5,100
123,20200222,54500,8.00000,LaTrobe_CSV-orig_20200222054957.csv,NULL,NULL,NULL,NULL,NULL
123,20200202,121500,8.00000,LaTrobe_CSV-orig_20200202121757.csv,NULL,NULL,NULL,NULL,NULL
123,20200209,53000,8.25000,LaTrobe_CSV-orig_20200209053357.csv,19.70000,NULL,18.7,14.2,75
123,20200318,20000,10.00000,LaTrobe_CSV-orig_20200319090159.csv,19.70000,NULL,19.8,9.4,51
123,20200208,154500,10.75000,LaTrobe_CSV-orig_20200208154856.csv,NULL,NULL,NULL,NULL,NULL
123,20200221,180000,21.75000,LaTrobe_CSV-orig_20200221180545.csv,15.00000,NULL,19,8.9,52
123,20200218,164500,28.25000,LaTrobe_CSV-orig_20200218165000.csv,NULL,NULL,NULL,NULL,NULL
123,20200224,120000,31.00000,LaTrobe_CSV-orig_20200224120156.csv,25.40000,NULL,26.2,16.2,54
123,20200219,151500,25.75000,LaTrobe_CSV-orig_20200219151658.csv,NULL,NULL,NULL,NULL,NULL
123,20200210,70000,32.50000,LaTrobe_CSV-orig_20200210070357.csv,20.30000,NULL,18.2,18.2,100
123,20200202,130000,8.25000,LaTrobe_CSV-orig_20200202130200.csv,18.80000,NULL,21.6,10.1,48
123,20200206,164500,66.25000,LaTrobe_CSV-orig_20200206164957.csv,NULL,NULL,NULL,NULL,NULL
123,20200222,180000,8.00000,LaTrobe_CSV-orig_20200222180320.csv,19.20000,NULL,21.7,12.3,55
123,20200223,211500,8.00000,LaTrobe_CSV-orig_20200223211700.csv,NULL,NULL,NULL,NULL,NULL
123,20200220,173000,22.50000,LaTrobe_CSV-orig_20200220173200.csv,15.20000,NULL,18,9.9,59
123,20200216,81500,10.75000,LaTrobe_CSV-orig_20200216081657.csv,NULL,NULL,NULL,NULL,NULL
123,20200215,33000,17.25000,LaTrobe_CSV-orig_20200215033254.csv,21.70000,NULL,19.8,19.8,100
123,20200217,43000,13.50000,LaTrobe_CSV-orig_20200217043154.csv,16.50000,NULL,14.9,14.9,100
123,20200205,153000,27.75000,LaTrobe_CSV-orig_20200205153404.csv,21.00000,NULL,22.6,11.4,49
123,20200212,140000,63.25000,LaTrobe_CSV-orig_20200212140255.csv,26.70000,NULL,26.5,18.6,62
123,20200215,190000,16.25000,LaTrobe_CSV-orig_20200215190259.csv,16.70000,NULL,17.4,17.4,100
123,20200218,224500,9.00000,LaTrobe_CSV-orig_20200218225002.csv,NULL,NULL,NULL,NULL,NULL
123,20200210,213000,8.75000,LaTrobe_CSV-orig_20200210213358.csv,25.30000,NULL,21.8,19.5,87
123,20200318,14500,9.75000,LaTrobe_CSV-orig_20200319090159.csv,NULL,NULL,NULL,NULL,NULL
123,20200214,0,14.25000,LaTrobe_CSV-orig_20200214000351.csv,24.90000,NULL,22.4,19.9,86
123,20200216,1500,11.00000,LaTrobe_CSV-orig_20200216001751.csv,NULL,NULL,NULL,NULL,NULL
123,20200221,134500,24.50000,LaTrobe_CSV-orig_20200221134944.csv,NULL,NULL,NULL,NULL,NULL
123,20200224,110000,30.00000,LaTrobe_CSV-orig_20200224110156.csv,25.10000,NULL,24.5,16.7,61
123,20200226,181500,22.25000,LaTrobe_CSV-orig_20200226182059.csv,NULL,NULL,NULL,NULL,NULL
123,20200223,181500,9.25000,LaTrobe_CSV-orig_20200223181659.csv,NULL,NULL,NULL,NULL,NULL
